title,description,category
Llevo dos semanas esperando respuesta,Llevo dos semanas esperando una respuesta a mi ticket anterior y nadie me ha contactado. Esto viene pasando desde que volvimos de la semana de vacaciones.,RECLAMOS
Windows se congela al abrir un archivo grande,"Windows se congela al abrir un archivo grande, después de la última actualización. Tengo una entrega importante y esto me lo está impidiendo.",SOFTWARE
La vpn institucional se desconecta apenas me conecto,"La vpn institucional se desconecta apenas me conecto, de un momento a otro.",RED
Duda sobre a quién contactar,"No tengo claro a qué área debo escribir para este tema, quería que me orientaran. Esto viene pasando después de la última actualización.",OTRO
El proyector de la sala no enciende,"El proyector de la sala no enciende, de un momento a otro. No corre prisa, es solo para dejarlo registrado.",HARDWARE
Llevo dos semanas esperando respuesta,"Llevo dos semanas esperando una respuesta a mi ticket anterior y nadie me ha contactado. Esto viene pasando desde que volvimos de la semana de vacaciones. Afecta a toda la oficina al mismo tiempo, no es solo mi puesto.",RECLAMOS
Mi clave de acceso se venció y no puedo renovarla,"Mi clave de acceso se venció y no puedo renovarla, cada vez que lo intento. Es urgente, no puedo seguir trabajando.",ACCESOS
Llevo dos semanas esperando respuesta,Llevo dos semanas esperando una respuesta a mi ticket anterior y nadie me ha contactado. Esto viene pasando de un momento a otro.,RECLAMOS
La sala de videoconferencia el sistema no me deja reservarla,"La sala de videoconferencia el sistema no me deja reservarla, desde ayer en la tarde.",RESERVA_DE_SALAS
La sala de capacitación aparece ocupada pero en realidad está libre,"La sala de capacitación aparece ocupada pero en realidad está libre, hace ya una semana. Es una emergencia, no hay acceso a nada y somos varios equipos afectados.",RESERVA_DE_SALAS
El punto de red de mi oficina quedó completamente sin acceso,"El punto de red de mi oficina quedó completamente sin acceso, desde ayer en la tarde.",RED
El laboratorio de cómputo quiero cancelar mi reserva de esta semana,"El laboratorio de cómputo quiero cancelar mi reserva de esta semana, de un momento a otro.",RESERVA_DE_SALAS
Notificación por correo al cambiar estado,"Sería bueno recibir un correo automático cada vez que cambia el estado de mi ticket. Esto viene pasando de forma intermitente durante el día. No corre prisa, es solo para dejarlo registrado.",SUGERENCIAS
Windows quedó pegado cargando y no avanza,"Windows quedó pegado cargando y no avanza, de forma intermitente durante el día. Ya es el segundo día sin poder trabajar por esto.",SOFTWARE
La sala de videoconferencia el sistema no me deja reservarla,"La sala de videoconferencia el sistema no me deja reservarla, desde ayer en la tarde. Por favor priorizar, me está atrasando bastante.",RESERVA_DE_SALAS
Zoom quedó pegado cargando y no avanza,"Zoom quedó pegado cargando y no avanza, de forma intermitente durante el día. Necesito que se resuelva hoy mismo si es posible.",SOFTWARE
Mi acceso a la carpeta compartida olvidé la contraseña y no puedo recuperarla,"Mi acceso a la carpeta compartida olvidé la contraseña y no puedo recuperarla, cada vez que lo intento. Tengo una entrega importante y esto me lo está impidiendo.",ACCESOS
La sala de reuniones necesito cambiarle el horario a mi reserva,"La sala de reuniones necesito cambiarle el horario a mi reserva, cada vez que lo intento. Sistema completo caído para todo el área, se necesita atención inmediata.",RESERVA_DE_SALAS
El acceso al edificio se venció y no puedo renovarla,"El acceso al edificio se venció y no puedo renovarla, de forma intermitente durante el día.",ACCESOS
El sistema de tickets pide una licencia que no tengo activada,"El sistema de tickets pide una licencia que no tengo activada, hace ya una semana.",SOFTWARE
El notebook se reinicia solo,"El notebook se reinicia solo, de forma intermitente durante el día. Sistema completo caído para todo el área, se necesita atención inmediata.",HARDWARE
El sistema de gestión académica muestra un error al iniciar sesión,"El sistema de gestión académica muestra un error al iniciar sesión, sin ningún cambio de mi parte.",SOFTWARE
La vpn institucional se cierra solo apenas lo abro,"La vpn institucional se cierra solo apenas lo abro, después de la última actualización. No corre prisa, es solo para dejarlo registrado.",SOFTWARE
El laboratorio de cómputo aparece ocupada pero en realidad está libre,"El laboratorio de cómputo aparece ocupada pero en realidad está libre, desde ayer en la tarde.",RESERVA_DE_SALAS
Los parlantes hace un ruido extraño al prender,"Los parlantes hace un ruido extraño al prender, hace ya una semana.",HARDWARE
Mi tarjeta de acceso dice que el usuario no existe,"Mi tarjeta de acceso dice que el usuario no existe, sin ningún cambio de mi parte. Sistema completo caído para todo el área, se necesita atención inmediata.",ACCESOS
La vpn institucional aparece 'sin acceso a internet',"La vpn institucional aparece 'sin acceso a internet', cada vez que lo intento. Sistema completo caído para todo el área, se necesita atención inmediata.",RED
Permitir adjuntar más de un archivo,Sería bueno que el sistema de tickets permitiera adjuntar más de un archivo a la vez. Esto viene pasando justo antes de una reunión importante. Ya es el segundo día sin poder trabajar por esto.,SUGERENCIAS
Notificación por correo al cambiar estado,Sería bueno recibir un correo automático cada vez que cambia el estado de mi ticket. Esto viene pasando desde esta mañana.,SUGERENCIAS
El antivirus dejó de sincronizar los archivos,"El antivirus dejó de sincronizar los archivos, desde que volvimos de la semana de vacaciones. Sistema completo caído para todo el área, se necesita atención inmediata.",SOFTWARE
La sala de videoconferencia quiero cancelar mi reserva de esta semana,"La sala de videoconferencia quiero cancelar mi reserva de esta semana, hace ya una semana.",RESERVA_DE_SALAS
App móvil para tickets,Sería útil tener una aplicación móvil para revisar el estado de los tickets desde el celular. Esto viene pasando desde esta mañana.,SUGERENCIAS
Notificación por correo al cambiar estado,Sería bueno recibir un correo automático cada vez que cambia el estado de mi ticket. Esto viene pasando desde ayer en la tarde.,SUGERENCIAS
La impresora de red está muy lenta desde hace rato,"La impresora de red está muy lenta desde hace rato, justo antes de una reunión importante. No es urgente, pueden revisarlo cuando tengan tiempo.",RED
El cargador del notebook se calienta demasiado y se apaga,"El cargador del notebook se calienta demasiado y se apaga, de forma intermitente durante el día.",HARDWARE
Excel dejó de sincronizar los archivos,"Excel dejó de sincronizar los archivos, de un momento a otro.",SOFTWARE
El computador no detecta el mouse ni el teclado,"El computador no detecta el mouse ni el teclado, de forma intermitente durante el día. No corre prisa, es solo para dejarlo registrado.",HARDWARE
Mejorar el buscador de tickets,"Sugiero mejorar el buscador del sistema de tickets, cuesta encontrar tickets antiguos. Esto viene pasando cada vez que lo intento.",SUGERENCIAS
Consulta general sobre un trámite,"Tengo una consulta general sobre cómo hacer un trámite, no encontré la información en la intranet. Esto viene pasando desde esta mañana.",OTRO
Capacitación para personal nuevo,"Propongo capacitar al personal nuevo en el uso del sistema apenas ingresan. Esto viene pasando hace ya una semana. Es urgente, no puedo seguir trabajando.",SUGERENCIAS
Solicitud de información,Necesito información sobre los horarios de atención de soporte técnico. Esto viene pasando desde que volvimos de la semana de vacaciones.,OTRO
El problema volvió a ocurrir,"El problema volvió a ocurrir después de que lo dieron por resuelto la semana pasada. Esto viene pasando justo antes de una reunión importante. No es urgente, pueden revisarlo cuando tengan tiempo.",RECLAMOS
La red del piso 3 aparece 'sin acceso a internet',"La red del piso 3 aparece 'sin acceso a internet', desde ayer en la tarde.",RED
Llevo dos semanas esperando respuesta,Llevo dos semanas esperando una respuesta a mi ticket anterior y nadie me ha contactado. Esto viene pasando hace ya una semana.,RECLAMOS
La red del laboratorio no llega señal a mi oficina,"La red del laboratorio no llega señal a mi oficina, hace ya una semana. No es urgente, pueden revisarlo cuando tengan tiempo.",RED
Outlook se cierra solo apenas lo abro,"Outlook se cierra solo apenas lo abro, de forma intermitente durante el día.",SOFTWARE
El wifi de la oficina se cae cada cierto tiempo,"El wifi de la oficina se cae cada cierto tiempo, hace ya una semana.",RED
La sala 204 quiero reservarla de forma recurrente todo el mes,"La sala 204 quiero reservarla de forma recurrente todo el mes, después de la última actualización. Necesito que se resuelva hoy mismo si es posible.",RESERVA_DE_SALAS
App móvil para tickets,Sería útil tener una aplicación móvil para revisar el estado de los tickets desde el celular. Esto viene pasando cada vez que lo intento.,SUGERENCIAS
Mi tarjeta de acceso quedó bloqueada,"Mi tarjeta de acceso quedó bloqueada, desde ayer en la tarde.",ACCESOS
La sala 204 aparece ocupada pero en realidad está libre,"La sala 204 aparece ocupada pero en realidad está libre, después de la última actualización. No corre prisa, es solo para dejarlo registrado.",RESERVA_DE_SALAS
Técnico no llegó a la hora acordada,El técnico no llegó a la hora que habíamos acordado para revisar el equipo. Esto viene pasando desde que volvimos de la semana de vacaciones.,RECLAMOS
App móvil para tickets,Sería útil tener una aplicación móvil para revisar el estado de los tickets desde el celular. Esto viene pasando desde que volvimos de la semana de vacaciones.,SUGERENCIAS
Permitir adjuntar más de un archivo,Sería bueno que el sistema de tickets permitiera adjuntar más de un archivo a la vez. Esto viene pasando desde esta mañana.,SUGERENCIAS
El acceso a la carpeta compartida se cae cada cierto tiempo,"El acceso a la carpeta compartida se cae cada cierto tiempo, de un momento a otro.",RED
La sala de reuniones la necesito reservar para mañana,"La sala de reuniones la necesito reservar para mañana, hace ya una semana.",RESERVA_DE_SALAS
Me cerraron el ticket sin avisar,"Me cerraron el ticket anterior sin avisarme y el problema seguía sin solucionarse. Esto viene pasando de forma intermitente durante el día. Por favor priorizar, me está atrasando bastante.",RECLAMOS
Mi acceso a la carpeta compartida necesito que me den acceso,"Mi acceso a la carpeta compartida necesito que me den acceso, cada vez que lo intento.",ACCESOS
Permitir adjuntar más de un archivo,Sería bueno que el sistema de tickets permitiera adjuntar más de un archivo a la vez. Esto viene pasando cada vez que lo intento.,SUGERENCIAS
Mejorar el buscador de tickets,"Sugiero mejorar el buscador del sistema de tickets, cuesta encontrar tickets antiguos. Esto viene pasando después de la última actualización.",SUGERENCIAS
